iter	Passed	Remaining
688	4224	1907
689	4230	1900
690	4236	1894
691	4241	1887
692	4246	1881
693	4252	1874
694	4257	1868
695	4262	1861
696	4268	1855
697	4273	1849
698	4279	1842
699	4285	1836
700	4297	1833
701	4303	1826
702	4308	1820
703	4314	1814
704	4319	1807
705	4325	1801
706	4331	1794
707	4336	1788
708	4342	1782
709	4347	1775
710	4352	1769
711	4358	1762
712	4363	1756
713	4368	1749
714	4374	1743
715	4379	1737
716	4384	1730
717	4390	1724
718	4395	1717
719	4400	1711
720	4405	1704
721	4411	1698
722	4416	1691
723	4421	1685
724	4426	1679
725	4432	1672
726	4437	1666
727	4442	1659
728	4447	1653
729	4453	1647
730	4459	1640
731	4464	1634
732	4469	1628
733	4474	1621
734	4479	1615
735	4484	1608
736	4489	1602
737	4495	1595
738	4499	1589
739	4505	1582
740	4510	1576
741	4515	1570
742	4520	1563
743	4525	1557
744	4530	1550
745	4535	1544
746	4540	1537
747	4545	1531
748	4550	1525
749	4555	1518
750	4560	1512
751	4565	1505
752	4570	1499
753	4575	1492
754	4581	1486
755	4585	1480
756	4590	1473
757	4595	1467
758	4601	1460
759	4605	1454
760	4610	1448
761	4616	1441
762	4621	1435
763	4626	1428
764	4631	1422
765	4637	1416
766	4642	1410
767	4647	1403
768	4651	1397
769	4656	1390
770	4661	1384
771	4666	1378
772	4671	1371
773	4676	1365
774	4680	1358
775	4685	1352
776	4690	1346
777	4695	1339
778	4700	1333
779	4704	1327
780	4709	1320
781	4714	1314
782	4718	1307
783	4723	1301
784	4728	1295
785	4733	1288
786	4738	1282
787	4743	1276
788	4747	1269
789	4752	1263
790	4756	1256
791	4761	1250
792	4766	1244
793	4770	1237
794	4775	1231
795	4780	1225
796	4784	1218
797	4789	1212
798	4794	1206
799	4798	1199
800	4802	1193
801	4807	1186
802	4812	1180
803	4817	1174
804	4821	1168
805	4826	1161
806	4831	1155
807	4835	1149
808	4839	1142
809	4846	1136
810	4850	1130
811	4855	1124
812	4859	1117
813	4864	1111
814	4868	1105
815	4873	1098
816	4877	1092
817	4882	1086
818	4886	1079
819	4890	1073
820	4895	1067
821	4899	1061
822	4904	1054
823	4909	1048
824	4913	1042
825	4917	1035
826	4922	1029
827	4927	1023
828	4931	1017
829	4935	1010
830	4939	1004
831	4943	998
832	4948	991
833	4952	985
834	4956	979
835	4961	973
836	4965	966
837	4969	960
838	4974	954
839	4978	948
840	4982	941
841	4986	935
842	4990	929
843	4995	923
844	4999	917
845	5003	910
846	5008	904
847	5012	898
848	5016	892
849	5020	886
850	5024	879
851	5029	873
852	5033	867
853	5037	861
854	5042	855
855	5046	848
856	5050	842
857	5055	836
858	5059	830
859	5064	824
860	5068	818
861	5072	812
862	5076	805
863	5081	799
864	5085	793
865	5089	787
866	5093	781
867	5098	775
868	5102	769
869	5106	763
870	5111	756
871	5115	750
872	5119	744
873	5124	738
874	5128	732
875	5132	726
876	5137	720
877	5141	714
878	5146	708
879	5150	702
880	5154	696
881	5159	690
882	5163	684
883	5198	682
884	5202	676
885	5207	669
886	5211	663
887	5215	657
888	5219	651
889	5224	645
890	5229	639
891	5233	633
892	5237	627
893	5241	621
894	5246	615
895	5250	609
896	5254	603
897	5259	597
898	5263	591
899	5267	585
900	5272	579
901	5277	573
902	5281	567
903	5285	561
904	5289	555
905	5294	549
906	5298	543
907	5303	537
908	5308	531
909	5312	525
910	5316	519
911	5320	513
912	5325	507
913	5329	501
914	5333	495
915	5338	489
916	5343	483
917	5347	477
918	5351	471
919	5355	465
920	5360	459
921	5364	453
922	5368	447
923	5373	441
924	5377	436
925	5381	430
926	5385	424
927	5390	418
928	5394	412
929	5398	406
930	5403	400
931	5407	394
932	5411	388
933	5415	382
934	5420	376
935	5424	370
936	5428	364
937	5432	359
938	5437	353
939	5441	347
940	5445	341
941	5450	335
942	5454	329
943	5458	323
944	5462	317
945	5467	312
946	5471	306
947	5475	300
948	5479	294
949	5484	288
950	5488	282
951	5492	276
952	5497	271
953	5501	265
954	5505	259
955	5510	253
956	5514	247
957	5518	241
958	5522	236
959	5526	230
960	5531	224
961	5535	218
962	5540	212
963	5544	207
964	5549	201
965	5553	195
966	5557	189
967	5562	183
968	5577	178
969	5582	172
970	5587	166
971	5591	161
972	5596	155
973	5600	149
974	5605	143
975	5610	137
976	5614	132
977	5619	126
978	5623	120
979	5628	114
980	5633	109
981	5638	103
982	5643	97
983	5648	91
984	5653	86
985	5658	80
986	5663	74
987	5668	68
988	5672	63
989	5677	57
990	5682	51
991	5686	45
992	5690	40
993	5695	34
994	5700	28
995	5704	22
996	5708	17
997	5713	11
998	5717	5
999	5721	0
